# Gene Family,P1,P2,P3,P4,P5,P6
ENOG4111TCW,0.881,0.861,0.817,1.749,1.575,2.579
ENOG4111TD0,0.0,0.222,0.0,0.086,0.158,0.114
ENOG4111TDH,0.0,0.0,0.0,0.101,0.0,0.0
ENOG4111TDJ,0.0,0.078,0.0,0.0,0.0,0.0
ENOG4111TDW,0.0,0.0,0.0,0.087,0.0,0.0
ENOG4111TF7,0.084,0.0,0.197,0.0,0.076,0.082
ENOG4111TGV,0.0,0.361,0.188,0.0,0.096,0.0
ENOG4111TGW,0.0,0.0,0.0,0.16,0.11,0.0
ENOG4111TH9,0.0,0.0,0.08,0.0,0.0,0.0
ENOG4111THF,0.0,0.0,0.065,0.215,0.147,0.0
ENOG4111THR,0.0,0.0,0.0,0.0,0.178,0.0
ENOG4111TIH,0.0,0.0,0.0,0.087,0.0,0.0
ENOG4111TIZ,0.0,0.0,0.125,0.0,0.0,0.0
ENOG4111TJ4,0.0,0.0,0.07,0.0,0.0,0.08
ENOG4111TJ6,0.0,0.0,0.131,0.0,0.0,0.0
ENOG4111TJN,0.0,0.0,0.0,0.0,0.0,0.121
ENOG4111TM3,0.0,0.0,0.468,0.703,0.421,0.11
ENOG4111TMY,0.172,0.262,1.096,0.0,0.343,0.0
ENOG4111TNC,0.0,0.06,0.06,0.0,0.208,0.0
ENOG4111TNF,0.0,0.0,0.086,0.0,0.0,0.0
ENOG4111TNI,0.0,0.075,0.0,0.0,0.0,0.0
ENOG4111TPB,1.105,1.32,0.936,1.182,0.678,0.759
ENOG4111TPH,0.106,0.0,0.069,0.0,0.073,0.063
ENOG4111TPR,0.119,0.0,0.0,0.0,0.0,0.0
ENOG4111TPW,0.065,0.07,0.0,0.0,0.0,0.0
ENOG4111TQ3,0.0,0.155,0.18,0.0,0.0,0.0
ENOG4111TQA,0.127,0.0,0.494,0.233,0.0,0.114
ENOG4111TQH,1.079,0.886,1.076,0.364,1.491,0.957
ENOG4111TQM,0.406,0.555,0.255,0.47,0.331,0.502
ENOG4111TR3,1.171,0.642,0.943,0.709,1.082,0.616
ENOG4111TR4,0.136,0.0,0.119,0.217,0.536,0.218
ENOG4111TRK,0.105,0.112,0.223,0.299,0.0,0.0
ENOG4111TRY,0.0,0.0,0.215,0.0,0.0,0.0
ENOG4111TSF,0.0,0.0,0.087,0.0,0.0,0.0
ENOG4111TSJ,0.0,0.0,0.026,0.0,0.0,0.0
ENOG4111TSR,0.295,0.192,0.866,0.599,0.49,0.729
ENOG4111TT1,0.0,0.0,0.179,0.0,0.0,0.0
ENOG4111TTS,0.0,0.123,0.0,0.1,0.412,0.159
ENOG4111TU8,0.0,0.0,0.0,0.076,0.0,0.0
ENOG4111TUR,0.206,0.0,0.124,0.0,0.0,0.094
ENOG4111TV3,0.0,0.0,0.0,0.107,0.0,0.0
ENOG4111TVE,0.092,0.0,0.0,0.226,0.172,0.0
ENOG4111TW5,0.0,0.069,0.0,0.0,0.0,0.0
ENOG4111TWN,0.0,0.0,0.0,0.196,0.0,0.0
ENOG4111TWY,0.0,0.0,0.078,0.0,0.0,0.0
ENOG4111TX1,0.0,0.0,0.134,0.0,0.0,0.0
ENOG4111TXG,0.074,0.0,0.0,0.0,0.0,0.0
ENOG4111TXI,0.194,0.0,0.0,0.064,0.091,0.0
ENOG4111TXS,0.0,0.0,0.0,0.0,0.083,0.0
ENOG4111TXU,0.0,0.0,0.084,0.0,0.0,0.0
ENOG4111TYA,0.798,0.0,0.0,0.0,0.0,0.0
ENOG4111TYT,0.077,0.217,0.0,0.15,0.0,0.0
ENOG4111TYW,0.083,0.0,0.0,0.0,0.0,0.0
ENOG4111TZS,0.107,0.0,0.0,0.0,0.0,0.0
ENOG4111U01,0.145,0.0,0.0,0.0,0.0,0.0
ENOG4111U04,0.347,0.799,0.208,0.88,0.203,0.63
ENOG4111U1A,0.17,0.0,0.0,0.153,0.136,0.146
ENOG4111U1U,0.0,0.0,0.0,0.134,0.0,0.0
ENOG4111U1X,0.0,0.0,0.088,0.0,0.0,0.0
ENOG4111U2D,0.0,0.0,0.063,0.071,0.0,0.0
ENOG4111U2E,0.0,0.0,0.108,0.0,0.0,0.245
ENOG4111U2Y,0.0,0.072,0.0,0.0,0.0,0.0
ENOG4111U32,0.0,0.0,0.0,0.193,0.166,0.0
ENOG4111U33,0.072,0.0,0.065,0.0,0.0,0.118
ENOG4111U3N,0.506,0.137,1.5,0.603,0.307,0.049
ENOG4111U3U,0.0,0.0,0.104,0.0,0.0,0.0
ENOG4111U45,0.135,0.0,0.085,0.216,0.137,0.28
ENOG4111U48,1.325,1.027,1.124,1.31,0.899,1.628
ENOG4111U4V,0.0,0.074,0.0,0.0,0.0,0.0
ENOG4111U54,2.107,2.304,1.8,1.622,0.816,1.668
ENOG4111U5D,0.0,0.082,0.0,0.0,0.0,0.0
ENOG4111U5R,0.275,0.567,1.477,0.93,0.615,0.7
ENOG4111U61,0.223,0.0,0.044,0.099,0.0,0.0
ENOG4111U67,0.0,0.0,0.314,0.616,0.597,0.191
ENOG4111U7H,0.12,0.0,0.324,0.0,0.0,0.195
ENOG4111U89,0.0,0.374,0.0,0.0,0.0,0.0
ENOG4111U8H,0.0,0.0,0.077,0.0,0.0,0.0
ENOG4111U8Z,0.091,0.129,0.122,0.163,0.139,0.0
ENOG4111U9R,0.088,0.0,0.0,0.0,0.196,0.0
ENOG4111UA6,0.24,0.236,0.184,0.35,0.365,0.336
ENOG4111UA7,5.698,3.835,4.34,4.195,3.47,4.173
ENOG4111UAG,0.072,0.114,0.443,0.851,0.752,0.432
ENOG4111UAX,0.0,0.0,0.138,0.0,0.0,0.0
ENOG4111UB9,0.0,0.049,0.179,0.097,0.1,0.0
ENOG4111UBJ,0.0,0.13,0.0,0.0,0.0,0.0
ENOG4111UBP,0.0,0.0,0.0,0.0,0.088,0.0
ENOG4111UBU,0.0,0.0,0.024,0.0,0.0,0.021
ENOG4111UCP,0.277,0.065,0.038,0.0,0.0,0.0
ENOG4111UDJ,0.0,0.0,0.247,0.201,0.333,0.0
ENOG4111UDM,0.136,0.252,0.0,0.055,0.0,0.0
ENOG4111UDS,0.122,0.045,0.0,0.0,0.0,0.0
ENOG4111UDU,0.22,0.14,0.218,0.302,0.133,0.336
ENOG4111UDY,0.75,1.214,1.08,1.121,0.834,0.582
ENOG4111UEI,0.04,0.0,0.07,0.0,0.08,0.0
ENOG4111UFF,0.0,0.0,0.0,0.0,0.136,0.0
ENOG4111UFP,0.084,0.051,0.307,0.185,0.177,0.154
ENOG4111UFS,0.221,0.0,0.119,0.098,0.088,0.355
ENOG4111UG1,0.0,0.0,0.113,0.0,0.0,0.137
ENOG4111UGA,0.23,0.212,0.0,0.0,0.167,0.0
ENOG4111UH7,0.0,0.11,0.0,0.0,0.07,0.0
ENOG4111UHD,0.0,0.0,1.053,0.105,0.21,0.113
ENOG4111UHH,0.0,0.0,0.0,0.0,0.0,0.11
ENOG4111UHI,0.241,0.588,0.0,0.302,0.225,0.238
ENOG4111UHS,0.0,0.0,0.0,0.0,0.099,0.0
ENOG4111UHT,0.0,0.0,0.0,0.0,0.0,0.232
ENOG4111UJ5,0.0,0.117,0.0,0.0,0.0,0.0
ENOG4111UJI,0.0,0.28,0.0,0.0,0.0,0.347
ENOG4111UJM,0.415,0.201,0.508,0.095,0.236,0.267
ENOG4111UJS,0.411,0.0,0.326,0.0,0.294,0.0
ENOG4111UJW,0.0,0.0,0.091,0.0,0.0,0.0
ENOG4111UK2,0.449,0.472,0.336,0.458,0.493,0.693
ENOG4111UK5,0.0,0.0,0.0,0.0,0.0,0.151
ENOG4111UMR,0.0,0.0,0.0,0.029,0.0,0.0
ENOG4111UMV,0.0,0.237,0.071,0.402,0.0,0.229
ENOG4111UMZ,0.542,0.285,0.079,0.0,0.243,0.082
ENOG4111UNC,0.075,0.0,0.18,0.074,0.076,0.0
ENOG4111UNW,0.0,0.0,0.05,0.0,0.0,0.0
ENOG4111UP2,0.0,0.0,0.0,0.0,0.0,0.118
ENOG4111UQ9,0.828,0.979,0.771,1.144,1.738,0.748
ENOG4111UQA,0.325,0.0,0.0,0.234,0.255,0.0
ENOG4111UQD,0.0,0.02,0.0,0.0,0.0,0.0
ENOG4111UQP,0.131,0.099,0.0,0.0,0.223,0.0
ENOG4111UQU,0.0,0.0,0.0,0.0,0.141,0.0
ENOG4111URD,0.0,0.0,0.069,0.076,0.059,0.0
ENOG4111URG,1.043,1.232,0.611,1.215,2.258,1.85
ENOG4111URP,0.47,0.643,0.336,0.215,0.231,0.227
ENOG4111URV,0.0,0.0,0.0,0.132,0.0,0.0
ENOG4111USN,0.0,0.166,0.1,0.0,0.0,0.0
ENOG4111USP,0.0,0.0,0.116,0.0,0.0,0.0
ENOG4111USY,0.0,0.0,0.222,0.0,0.0,0.0
ENOG4111UT8,0.0,0.0,0.039,0.0,0.044,0.0
ENOG4111UTI,0.0,0.0,0.111,0.0,0.0,0.0
ENOG4111UTM,0.83,0.632,0.801,0.605,1.044,0.943
ENOG4111UTW,0.217,0.263,0.251,0.37,0.239,0.236
ENOG4111UTZ,0.122,0.0,0.0,0.0,0.0,0.0
ENOG4111UU6,0.0,0.0,0.056,0.0,0.0,0.0
ENOG4111UU9,0.635,0.669,0.819,0.534,0.25,0.1
ENOG4111UUP,0.093,0.0,0.0,0.0,0.0,0.0
ENOG4111UUT,0.0,0.0,0.104,0.0,0.0,0.0
ENOG4111UVF,0.383,0.503,0.0,0.368,0.432,0.135
ENOG4111UWJ,0.0,0.098,0.0,0.0,0.0,0.0
ENOG4111UXI,0.359,0.153,0.147,0.291,0.458,0.183
ENOG4111UXQ,0.0,0.0,0.0,0.093,0.0,0.0
ENOG4111UXS,0.0,0.102,0.0,0.094,0.0,0.0
ENOG4111UY5,0.959,1.146,1.035,0.742,0.838,0.745
ENOG4111UYB,0.106,0.0,0.0,0.0,0.0,0.0
ENOG4111UYK,0.0,0.336,0.306,0.166,0.0,0.265
ENOG4111UZU,0.0,0.0,0.068,0.0,0.0,0.0
ENOG4111V06,0.148,0.0,0.055,0.0,0.0,0.075
ENOG4111V0U,0.0,0.0,0.078,0.0,0.0,0.0
ENOG4111V0W,0.138,0.0,0.29,0.0,0.094,0.0
ENOG4111V0Z,0.0,0.0,0.0,0.0,0.0,0.039
ENOG4111V1J,0.0,0.0,0.0,0.0,0.0,0.133
ENOG4111V1P,0.259,0.859,0.082,0.401,0.352,0.216
ENOG4111V1R,0.0,0.0,0.0,0.203,0.105,0.0
ENOG4111V3N,0.0,0.0,0.0,0.084,0.0,0.0
ENOG4111V4P,0.184,0.294,0.291,0.181,0.187,0.202
ENOG4111V4X,0.0,0.387,0.653,1.132,0.989,0.286
ENOG4111V5E,0.0,0.0,0.063,0.0,0.0,0.115
ENOG4111V5M,0.0,0.0,0.0,0.05,0.0,0.044
ENOG4111V5W,0.171,0.246,0.173,0.114,0.343,0.128
ENOG4111V6H,0.0,0.081,0.0,0.0,0.0,0.0
ENOG4111V7X,0.0,0.0,0.069,0.0,0.0,0.0
ENOG4111V8A,0.279,0.241,0.0,0.267,0.046,0.333
ENOG4111V8C,0.489,0.052,0.29,0.369,0.278,0.045
ENOG4111V8H,0.0,0.0,0.0,0.0,0.089,0.0
ENOG4111V8W,0.0,0.0,0.0,0.077,0.0,0.0
ENOG4111V96,0.0,0.144,0.27,0.2,0.0,0.0
ENOG4111VAX,0.081,0.087,0.095,0.0,0.0,0.133
ENOG4111VBU,0.067,0.0,0.0,0.0,0.0,0.0
ENOG4111VC4,0.0,0.2,0.085,0.138,0.191,0.0
ENOG4111VD3,0.226,0.152,0.048,0.11,0.054,0.0
ENOG4111VE5,0.119,0.234,0.142,0.158,0.337,0.283
ENOG4111VFQ,0.0,0.0,0.0,0.066,0.0,0.0
ENOG4111VFU,0.0,0.0,0.0,0.092,0.157,0.0
ENOG4111VGF,0.0,0.201,0.0,0.0,0.0,0.0
ENOG4111VGW,0.0,0.264,0.037,0.0,0.121,0.074
ENOG4111VH6,0.0,0.0,0.581,0.629,0.492,0.161
ENOG4111VHI,0.0,0.045,0.085,0.093,0.02,0.012
ENOG4111VHK,0.311,0.145,0.333,0.303,0.318,0.041
ENOG4111VHM,0.0,0.142,0.247,0.0,0.0,0.0
ENOG4111VHN,0.0,0.112,0.0,0.0,0.0,0.0
ENOG4111VHU,0.088,0.0,0.0,0.0,0.0,0.0
ENOG4111VHZ,0.0,0.198,0.154,0.0,0.0,0.0
ENOG4111VIA,0.0,0.0,0.0,0.08,0.0,0.0
ENOG4111VIW,0.442,0.77,0.61,0.856,1.095,1.602
ENOG4111VJK,0.0,0.0,0.0,0.0,0.077,0.0
ENOG4111VJT,0.07,0.0,0.0,0.0,0.0,0.076
ENOG4111VK1,0.0,0.089,0.0,0.0,0.0,0.0
ENOG4111VKJ,0.0,0.0,0.07,0.0,0.0,0.0
ENOG4111VKQ,0.0,0.0,0.058,0.042,0.0,0.138
ENOG4111VMF,0.0,0.141,0.0,0.13,0.0,0.0
ENOG4111VMI,0.0,0.0,0.0,0.0,0.0,0.082
ENOG4111VMT,0.367,0.152,0.091,0.147,0.189,0.0
ENOG4111VMU,0.411,0.434,0.119,0.255,0.271,0.58
ENOG4111VN4,0.0,0.0,0.116,0.0,0.0,0.0
ENOG4111VN7,0.136,0.132,0.281,0.0,0.075,0.081
ENOG4111VNV,0.0,0.0,0.0,0.068,0.0,0.0
ENOG4111VNZ,0.094,0.0,0.104,0.0,0.0,0.0
ENOG4111VPG,0.0,0.0,0.0,0.13,0.0,0.0
ENOG4111VPI,0.0,0.0,0.0,0.163,0.0,0.0
ENOG4111VPK,0.0,0.0,0.0,0.0,0.13,0.0
ENOG4111VPP,0.0,0.0,0.189,0.095,0.0,0.088
ENOG4111VPR,0.0,0.284,0.198,0.198,0.454,0.124
ENOG4111VR2,0.0,0.096,0.0,0.0,0.153,0.129
ENOG4111VRG,6.032,5.101,8.321,7.252,7.134,5.848
ENOG4111VSX,0.578,0.291,0.395,0.757,1.614,1.139
ENOG4111VTQ,0.0,0.0,0.068,0.0,0.0,0.0
ENOG4111VUF,0.06,0.031,0.0,0.152,0.056,0.0
ENOG4111VV4,0.0,0.0,0.291,0.16,0.0,0.026
ENOG4111VV9,0.355,0.301,0.341,0.232,0.239,0.0
ENOG4111VVB,0.0,0.289,0.122,0.0,0.183,0.0
ENOG4111VVH,0.101,0.136,0.0,0.0,0.0,0.0
ENOG4111VW1,0.0,0.0,0.096,0.0,0.0,0.0
ENOG4111VWW,0.101,0.0,0.0,0.248,0.0,0.0
ENOG4111VXY,0.0,0.0,0.0,0.174,0.0,0.0
ENOG4111VZV,0.0,0.083,0.0,0.0,0.0,0.0
ENOG4111W0N,0.0,0.0,0.0,0.0,0.0,0.074
ENOG4111W0R,1.094,0.869,1.164,0.641,0.63,0.47
ENOG4111W0S,0.151,0.107,0.275,0.0,0.0,0.0
ENOG4111W1H,0.95,0.449,0.788,0.78,0.309,0.208
ENOG4111W1P,1.388,2.002,0.525,1.204,1.073,1.968
ENOG4111W20,0.078,0.028,0.192,0.113,0.118,0.042
ENOG4111W30,0.0,0.374,0.0,0.047,0.0,0.0
ENOG4111W38,0.158,0.105,0.0,0.203,0.0,0.0
ENOG4111W3P,0.0,0.0,0.209,0.0,0.0,0.0
ENOG4111W4C,0.0,0.0,0.128,0.0,0.0,0.0
ENOG4111W55,0.0,0.0,0.214,0.085,0.0,0.0
ENOG4111W5I,0.0,0.0,0.092,0.0,0.0,0.0
ENOG4111W5Z,0.112,0.211,0.121,0.131,0.204,0.163
ENOG4111W66,0.0,0.24,0.0,0.098,0.076,0.0
ENOG4111W6U,0.704,0.473,0.758,0.587,0.9,0.865
ENOG4111W7E,0.0,0.0,0.176,0.0,0.0,0.0
ENOG4111W7P,0.0,0.07,0.089,0.0,0.0,0.0
ENOG4111W7Q,0.087,0.0,0.076,0.212,0.0,0.0
ENOG4111W94,0.0,0.0,0.06,0.0,0.0,0.0
ENOG4111W95,0.0,0.0,0.101,0.0,0.0,0.0
ENOG4111W9U,0.0,0.0,0.073,0.0,0.0,0.0
ENOG4111WAS,0.695,0.398,0.577,0.097,0.682,0.108
ENOG4111WAU,0.165,0.093,0.0,0.083,0.0,0.123
ENOG4111WBA,0.074,0.23,0.05,0.069,0.0,0.087
ENOG4111WBE,0.0,0.431,0.0,0.0,0.0,0.269
ENOG4111WBS,0.0,0.0,0.0,0.0,0.156,0.0
ENOG4111WCQ,0.0,0.0,0.078,0.0,0.0,0.0
ENOG4111WD6,0.0,0.0,0.0,0.08,0.0,0.0
ENOG4111WDK,0.118,0.267,0.0,0.0,0.0,0.0
ENOG4111WDN,0.0,0.0,0.176,0.0,0.0,0.0
ENOG4111WF3,0.0,0.0,0.099,0.0,0.0,0.0
ENOG4111WFN,0.064,0.0,0.0,0.0,0.0,0.0
ENOG4111WFW,0.0,0.0,0.0,0.067,0.103,0.0
ENOG4111WGE,0.07,0.0,0.0,0.0,0.0,0.0
ENOG4111WHV,0.0,0.0,0.392,0.303,0.315,0.271
ENOG4111WJ3,0.0,0.0,0.086,0.0,0.0,0.0
ENOG4111WJ4,0.0,0.0,0.078,0.0,0.0,0.0
ENOG4111WJ9,0.0,0.0,0.109,0.0,0.0,0.0
ENOG4111WJF,0.079,0.063,0.071,0.0,0.0,0.087
ENOG4111WJI,0.0,0.0,0.0,0.0,0.0,0.364
ENOG4111WK0,0.0,0.0,0.078,0.0,0.0,0.0
ENOG4111WK6,0.0,0.0,0.0,0.116,0.0,0.149
ENOG4111WKC,0.0,0.0,0.0,0.0,0.0,0.142
ENOG4111WMP,0.246,0.124,0.175,0.0,0.331,0.156
ENOG4111WMZ,0.0,0.0,0.156,0.087,0.22,0.0
ENOG4111WNX,0.039,0.0,0.0,0.146,0.09,0.0
ENOG4111WP5,0.0,0.0,0.0,0.155,0.0,0.0
ENOG4111WQ3,0.0,0.0,0.0,0.0,0.12,0.0
ENOG4111WQR,0.785,1.152,1.502,1.027,0.379,0.243
ENOG4111WQW,0.0,0.0,0.0,0.0,0.0,0.093
ENOG4111WR2,0.092,0.0,0.0,0.0,0.0,0.0
ENOG4111WRD,0.111,0.0,0.298,0.0,0.0,0.0
ENOG4111WRM,0.0,0.0,0.0,0.0,0.099,0.0
ENOG4111WRN,0.0,0.118,0.134,0.0,0.0,0.201
ENOG4111WRX,0.062,0.116,0.0,0.0,0.0,0.0
ENOG4111WS0,0.646,0.309,0.436,0.158,0.164,0.212
ENOG4111WS5,0.601,0.449,0.519,0.571,0.511,0.416
ENOG4111WT1,0.0,0.0,0.0,0.0,0.0,0.096
ENOG4111WTE,0.0,0.0,0.068,0.0,0.0,0.0
ENOG4111WTH,0.0,0.0,0.0,0.0,0.0,0.139
ENOG4111WUD,0.077,0.083,0.138,0.0,0.0,0.0
ENOG4111WUE,0.0,0.0,0.109,0.0,0.0,0.0
ENOG4111WUV,0.0,0.0,0.17,0.367,0.436,0.0
ENOG4111WV7,0.0,0.0,0.0,0.105,0.0,0.078
ENOG4111WVD,0.0,0.0,0.0,0.117,0.027,0.0
ENOG4111WW3,0.0,0.0,0.0,0.153,0.0,0.0
ENOG4111WW5,0.0,0.0,0.178,0.0,0.0,0.0
ENOG4111WWQ,0.0,0.0,0.0,0.0,0.0,0.089
ENOG4111WXG,0.296,0.224,0.304,0.204,0.085,0.416
ENOG4111WXM,0.098,0.0,0.206,0.234,0.199,0.268
ENOG4111WXN,0.0,0.0,0.071,0.0,0.0,0.053
ENOG4111WXS,0.116,0.0,0.0,0.0,0.0,0.0
ENOG4111WY8,0.0,0.0,0.151,0.0,0.0,0.0
ENOG4111WYS,0.0,0.0,0.379,0.166,0.0,0.0
ENOG4111WZN,0.0,0.0,0.0,0.0,0.201,0.103
ENOG4111X15,0.401,0.328,0.176,0.164,0.203,0.34
ENOG4111X17,0.053,0.0,0.0,0.0,0.119,0.0
ENOG4111X30,0.0,0.0,0.0,0.094,0.0,0.219
ENOG4111X3G,0.0,0.108,0.104,0.0,0.103,0.14
ENOG4111X48,0.129,0.0,0.0,0.0,0.0,0.0
ENOG4111X4A,0.0,0.0,0.132,0.0,0.0,0.16
ENOG4111X4C,0.108,0.0,0.0,0.0,0.0,0.0
ENOG4111X67,0.0,0.0,0.129,0.0,0.0,0.0
ENOG4111X6J,0.0,0.087,0.0,0.0,0.0,0.0
ENOG4111X70,0.0,0.0,0.57,0.0,0.0,0.0
ENOG4111X7G,0.0,0.0,0.0,0.0,0.109,0.0
ENOG4111X7Y,0.193,0.137,0.102,0.0,0.0,0.0
ENOG4111X7Z,0.036,0.0,0.0,0.0,0.0,0.0
ENOG4111X8C,0.334,0.0,0.0,0.0,0.0,0.0
ENOG4111X8S,0.0,0.0,0.0,0.305,0.0,0.0
ENOG4111X9C,0.139,0.0,0.0,0.0,0.078,0.0
ENOG4111XBJ,0.0,0.139,0.0,0.0,0.0,0.0
ENOG4111XBK,0.192,0.0,0.0,0.0,0.0,0.0
ENOG4111XCA,0.0,0.0,0.081,0.0,0.0,0.0
ENOG4111XD3,0.215,0.281,0.357,0.258,0.402,0.289
ENOG4111XD7,0.362,0.273,0.208,0.211,0.136,0.155
ENOG4111XDB,0.0,0.0,0.0,0.0,0.0,0.195
ENOG4111XDK,0.0,0.0,0.169,0.0,0.0,0.0
ENOG4111XDV,0.076,0.0,0.0,0.028,0.0,0.0
ENOG4111XE0,0.0,0.0,0.0,0.1,0.0,0.0
ENOG4111XEF,0.0,0.0,0.416,0.536,0.211,0.137
ENOG4111XEU,1.174,0.979,0.896,0.843,0.683,0.76
ENOG4111XF5,0.065,0.0,0.0,0.0,0.0,0.0
ENOG4111XF8,0.0,0.0,0.0,0.0,0.075,0.0
ENOG4111XFT,0.0,0.0,0.0,0.0,0.0,0.083
ENOG4111XHE,0.555,1.576,1.679,0.917,0.845,0.584
ENOG4111XHY,0.0,0.0,0.0,0.0,0.134,0.0
ENOG4111XHZ,0.0,0.131,0.291,0.424,0.219,0.43
ENOG4111XI1,0.3,0.317,0.195,0.294,0.131,0.188
ENOG4111XIA,0.092,0.209,0.094,0.0,0.0,0.0
ENOG4111XII,0.0,0.0,0.171,0.0,0.0,0.082
ENOG4111XJ2,0.0,0.0,0.0,0.147,0.181,0.0
ENOG4111XJ3,0.0,0.0,0.223,0.593,0.363,0.09
ENOG4111XJI,0.0,0.0,0.0,0.071,0.0,0.0
ENOG4111XK0,0.676,0.265,0.204,0.193,0.389,0.222
ENOG4111XKE,0.0,0.0,0.177,0.0,0.0,0.0
ENOG4111XKG,0.182,0.0,0.0,0.128,0.37,0.341
ENOG4111XMC,0.0,0.0,0.0,0.0,0.215,0.0
ENOG4111XMF,0.0,0.187,0.105,0.053,0.0,0.0
ENOG4111XMU,0.0,0.0,0.0,0.0,0.0,0.104
ENOG4111XNK,0.0,0.0,0.161,0.0,0.0,0.0
ENOG4111XNX,0.0,0.0,0.0,0.067,0.0,0.0
ENOG4111XPB,0.0,0.0,0.0,0.154,0.0,0.0
ENOG4111XPF,0.0,0.0,0.073,0.0,0.0,0.0
ENOG4111XPW,0.068,0.0,0.0,0.101,0.0,0.0
ENOG4111XPZ,0.0,0.0,0.0,0.0,0.0,0.113
ENOG4111XS9,0.0,0.297,0.23,0.261,0.319,0.0
ENOG4111XSW,0.248,0.584,0.148,0.0,0.0,0.0
ENOG4111XSZ,0.0,0.0,0.104,0.0,0.0,0.0
ENOG4111XTR,0.0,0.0,0.0,0.0,0.127,0.0
ENOG4111XTX,0.339,0.208,0.0,0.0,0.147,0.265
ENOG4111XUF,0.0,0.0,0.026,0.0,0.0,0.0
ENOG4111XVM,0.0,0.079,0.0,0.0,0.0,0.0
ENOG4111XVS,0.068,0.187,0.35,0.069,0.0,0.0
ENOG4111XWG,0.0,0.0,0.0,0.0,0.0,0.131
ENOG4111XWM,0.0,0.0,0.142,0.0,0.0,0.077
ENOG4111XWV,0.058,0.0,0.0,0.0,0.0,0.077
ENOG4111XXA,0.0,0.0,0.0,0.0,0.083,0.0
ENOG4111XXX,0.136,0.252,0.062,0.133,0.09,0.384
ENOG4111XY8,0.269,0.0,0.066,0.117,0.099,0.134
ENOG4111XZM,0.0,0.161,0.196,0.048,0.0,0.055
ENOG4111Y06,0.141,0.0,0.0,0.0,0.0,0.0
ENOG4111Y0D,0.793,1.202,0.843,0.717,0.445,0.376
ENOG4111Y0U,0.0,0.0,0.122,0.144,0.178,0.0
ENOG4111Y0V,0.0,0.243,0.0,0.075,0.174,0.0
ENOG4111Y0X,0.0,0.0,0.0,0.072,0.0,0.0
ENOG4111Y1A,0.109,0.0,0.0,0.0,0.0,0.0
ENOG4111Y1F,0.0,0.0,0.0,0.312,0.0,0.0
ENOG4111Y2U,0.0,0.0,0.0,0.0,0.0,0.057
ENOG4111Y2Z,0.103,0.219,0.414,0.354,0.284,0.225
ENOG4111Y3C,0.0,0.08,0.0,0.053,0.0,0.128
ENOG4111Y4H,0.492,0.262,0.249,0.42,0.474,0.242
ENOG4111Y4T,0.0,0.0,0.0,0.0,0.0,0.125
ENOG4111Y58,0.0,0.0,0.083,0.0,0.0,0.0
ENOG4111Y5J,0.0,0.0,0.11,0.0,0.0,0.0
ENOG4111Y6H,0.0,0.0,0.0,0.0,0.144,0.0
ENOG4111Y7I,0.0,0.161,0.0,0.0,0.0,0.112
ENOG4111Y85,0.0,0.0,0.0,0.0,0.0,0.091
ENOG4111Y9X,0.0,0.0,0.191,0.266,0.257,0.0
ENOG4111YAQ,0.04,0.0,0.11,0.0,0.082,0.0
ENOG4111YAT,0.0,0.0,0.0,0.106,0.0,0.0
ENOG4111YBB,0.0,0.0,0.187,0.19,0.118,0.106
ENOG4111YBC,0.0,0.0,0.0,0.109,0.0,0.0
ENOG4111YC1,0.0,0.0,0.0,0.0,0.118,0.0
ENOG4111YC7,0.0,0.0,0.121,0.0,0.0,0.0
ENOG4111YDJ,0.0,0.214,0.0,0.0,0.0,0.0
ENOG4111YDR,0.0,0.0,0.0,0.0,0.0,0.054
ENOG4111YEM,0.32,0.463,0.497,0.457,0.325,0.562
ENOG4111YEX,0.0,0.0,0.075,0.0,0.0,0.0
ENOG4111YF1,0.304,0.157,0.236,0.295,0.114,0.0
ENOG4111YH4,0.73,0.685,0.773,0.548,0.564,0.516
ENOG4111YJX,2.778,2.269,1.791,2.348,2.309,1.705
ENOG4111YK6,0.0,0.0,0.0,0.092,0.0,0.0
ENOG4111YKS,0.0,0.156,0.0,0.204,0.0,0.092
ENOG4111YM5,0.0,0.204,0.0,0.0,0.0,0.0
ENOG4111YMZ,0.461,0.0,0.0,0.217,0.306,0.119
ENOG4111YPT,0.118,0.0,0.0,0.0,0.0,0.0
ENOG4111YPZ,0.38,0.78,0.48,1.15,0.0,0.706
ENOG4111YRQ,0.219,0.281,0.755,0.948,0.304,0.0
ENOG4111YRU,0.0,0.0,0.125,0.438,0.212,0.0
ENOG4111YT3,0.46,0.183,0.0,0.0,0.387,0.356
ENOG4111YT6,0.0,0.0,0.0,0.0,0.0,0.095
ENOG4111YVQ,0.0,0.135,0.0,0.0,0.0,0.0
ENOG4111YWE,0.0,0.0,0.278,0.486,0.469,0.1
ENOG4111YWW,0.0,0.0,0.0,0.202,0.0,0.285
ENOG4111YXV,0.0,0.0,0.0,0.19,0.0,0.0
ENOG4111YYM,0.095,0.0,0.0,0.0,0.0,0.0
ENOG4111YZA,0.078,0.0,0.0,0.0,0.0,0.0
ENOG4111YZC,0.0,0.0,0.085,0.0,0.0,0.0
ENOG4111YZD,0.327,0.287,0.0,0.415,0.256,0.0
ENOG4111Z0E,0.489,0.266,0.15,0.276,0.548,0.623
ENOG4111Z0I,0.451,0.369,0.397,0.286,0.438,0.503
ENOG4111Z0Q,0.097,0.101,0.309,0.322,0.548,0.353
