# Gene Family,P1,P2,P3,P4,P5,P6
COG0001,1.307,1.983,3.066,2.437,1.939,1.669
COG0002,2.455,1.878,2.451,3.236,2.991,2.242
COG0003,0.992,0.98,1.507,1.778,2.044,1.008
COG0004,0.19,0.0,0.233,0.083,0.0,0.315
COG0005,4.273,4.19,3.118,4.461,4.476,4.253
COG0006,2.201,2.453,3.111,4.156,3.455,2.959
COG0007,0.714,1.008,1.189,1.369,1.311,0.835
COG0008,4.535,4.22,4.397,5.451,4.814,3.562
COG0009,0.967,1.021,1.512,1.519,1.152,1.258
COG0010,1.589,1.59,2.512,1.5,1.197,1.566
COG0011,0.505,0.469,0.805,1.396,1.701,0.624
COG0012,1.944,2.023,3.206,2.9,2.359,1.959
COG0013,1.515,1.313,2.797,2.527,1.805,1.868
COG0014,0.641,0.982,1.556,1.507,1.057,0.84
COG0015,5.163,4.492,4.865,3.885,3.215,3.459
COG0016,4.28,4.234,3.787,4.419,3.607,2.8
COG0017,0.334,0.773,1.079,1.979,1.708,0.749
COG0018,1.199,1.238,2.196,2.295,1.767,1.414
COG0019,4.093,4.387,3.28,4.055,3.217,3.975
COG0020,3.152,3.315,2.489,3.805,2.81,2.78
COG0021,1.697,1.857,2.456,2.212,2.061,2.13
COG0022,10.321,10.12,13.258,9.315,7.866,7.321
COG0023,0.0,0.0,0.333,0.0,0.0,0.0
COG0024,2.381,3.801,3.214,3.919,2.873,2.571
COG0025,0.46,0.0,0.488,0.115,0.0,0.0
COG0026,0.06,0.0,0.226,0.0,0.0,0.0
COG0027,0.0,0.0,0.138,0.0,0.093,0.133
COG0028,7.336,6.086,10.077,7.249,5.448,4.906
COG0029,0.655,0.82,2.127,1.984,1.758,1.498
COG0030,0.65,0.7,0.764,1.11,0.645,0.656
COG0031,8.57,7.219,11.978,10.341,8.572,8.298
COG0033,0.441,0.0,0.797,0.933,0.985,0.655
COG0034,2.338,3.007,3.162,3.212,2.6,2.123
COG0035,1.161,1.279,0.753,1.025,0.487,0.976
COG0036,1.033,1.442,1.381,1.598,1.37,0.942
COG0037,0.322,0.557,0.386,0.77,0.914,0.39
COG0038,1.568,1.976,1.237,1.412,1.466,1.375
COG0039,7.97,6.999,7.838,7.99,5.697,6.545
COG0040,2.871,2.338,4.336,3.849,3.848,2.051
COG0041,2.95,3.29,2.6,3.241,3.061,1.792
COG0042,1.296,1.01,2.02,1.465,1.403,1.131
COG0043,1.307,0.942,2.01,2.125,2.727,1.422
COG0044,4.682,5.032,4.235,5.325,3.864,3.815
COG0045,3.805,3.888,5.693,4.581,4.413,3.482
COG0046,3.438,3.187,4.828,4.748,3.045,3.081
COG0047,3.398,3.435,3.181,3.976,3.41,3.055
COG0048,26.007,27.499,26.556,23.698,25.17,23.082
COG0049,10.957,10.983,12.904,11.911,10.42,9.251
COG0050,16.594,16.047,21.167,16.717,16.024,16.69
COG0051,28.284,31.304,24.334,27.181,24.808,26.465
COG0052,4.657,3.689,5.375,5.232,4.339,3.858
COG0053,0.256,0.19,0.403,0.463,0.37,0.327
COG0054,1.575,1.349,2.731,2.735,1.96,1.676
COG0055,8.666,8.727,8.385,9.37,8.542,8.395
COG0056,6.371,6.405,8.353,6.199,5.783,5.31
COG0057,3.727,3.239,4.543,4.41,4.096,3.204
COG0058,1.224,1.034,1.776,2.428,2.137,1.959
COG0059,4.515,4.58,5.233,4.253,3.595,4.025
COG0060,1.246,0.946,1.684,1.746,1.863,1.223
COG0061,1.038,0.908,0.96,1.362,0.906,0.643
COG0062,0.427,0.709,0.391,0.674,0.389,0.736
COG0063,0.427,0.709,0.391,0.754,0.389,0.736
COG0064,2.689,2.739,4.122,4.247,3.262,3.296
COG0065,5.274,5.163,7.293,5.545,4.937,4.198
COG0066,3.543,1.927,4.341,3.989,3.4,2.871
COG0067,2.615,2.728,3.561,2.769,2.437,2.32
COG0068,0.0,0.0,0.0,0.0,0.312,0.0
COG0069,3.473,3.548,3.789,3.45,2.643,3.097
COG0070,2.615,2.728,3.423,2.769,2.289,2.32
COG0071,2.421,3.869,2.179,2.842,2.784,3.184
COG0072,0.842,0.578,1.381,1.866,1.58,0.321
COG0073,1.18,1.114,2.15,2.825,2.951,1.089
COG0074,7.369,7.016,7.628,7.685,6.459,6.584
COG0075,2.048,2.304,1.647,1.849,1.547,2.217
COG0076,8.366,7.248,7.253,7.396,6.571,6.206
COG0077,1.045,0.611,1.312,1.602,1.546,1.172
COG0078,1.565,2.123,2.947,4.064,3.044,2.662
COG0079,1.591,2.29,1.901,3.888,2.672,3.063
COG0080,5.298,5.359,7.551,6.574,4.319,3.991
COG0081,6.038,6.222,7.642,6.212,6.533,5.553
COG0082,3.799,4.522,4.271,4.818,4.045,3.225
COG0083,0.576,0.576,1.021,0.738,0.844,0.665
COG0084,0.846,0.833,1.232,1.428,1.288,0.979
COG0085,12.999,12.697,12.407,11.654,10.075,10.39
COG0086,10.494,10.115,12.901,11.349,10.737,9.454
COG0087,3.066,3.563,4.432,3.919,3.017,3.044
COG0088,3.616,3.603,4.991,4.319,4.81,4.36
COG0089,5.889,6.379,6.307,7.199,5.723,5.003
COG0090,9.07,8.882,11.667,7.72,6.859,6.609
COG0091,4.475,4.443,4.552,4.08,2.894,1.634
COG0092,7.972,7.078,8.724,7.471,6.798,6.378
COG0093,23.21,21.472,20.933,20.884,17.744,18.502
COG0094,5.511,4.434,6.241,3.358,4.327,4.237
COG0096,7.333,7.683,6.6,6.841,7.097,6.698
COG0097,2.596,1.94,3.519,3.251,3.443,1.767
COG0098,6.85,7.057,8.628,8.433,6.308,6.429
COG0099,6.581,5.725,8.509,5.257,5.24,5.518
COG0100,22.215,22.557,23.75,18.635,16.272,17.339
COG0101,0.353,0.324,1.471,1.589,1.257,0.862
COG0102,3.17,3.348,4.911,3.519,4.172,3.002
COG0103,2.562,3.204,3.737,3.259,2.873,3.072
COG0104,4.122,3.653,4.339,4.854,3.978,2.773
COG0105,5.028,4.279,3.846,4.218,4.018,2.923
COG0106,3.67,4.737,3.234,3.392,2.388,1.964
COG0107,6.108,5.645,6.763,6.492,5.377,5.549
COG0108,1.153,1.147,2.253,1.486,1.43,1.111
COG0109,0.706,0.778,1.039,1.048,1.208,0.507
COG0110,1.369,1.065,2.746,1.447,0.736,0.696
COG0111,5.809,4.9,4.286,5.523,4.733,4.127
COG0112,3.953,4.218,5.465,4.118,3.524,3.762
COG0113,2.716,2.545,4.188,4.026,2.807,2.33
COG0114,4.106,4.68,5.065,2.997,3.208,3.443
COG0115,2.466,1.417,2.115,2.006,3.214,1.514
COG0116,0.0,0.0,0.296,0.654,0.366,0.0
COG0117,1.329,1.12,1.966,1.264,0.844,0.937
COG0118,1.462,0.575,1.126,1.751,0.712,1.08
COG0119,6.87,7.828,11.203,11.938,11.107,7.134
COG0120,0.375,0.566,0.0,0.179,0.437,0.0
COG0121,0.0,0.177,1.016,0.192,0.0,0.0
COG0122,0.614,0.769,0.197,0.507,0.483,0.22
COG0123,1.02,1.285,1.297,1.072,1.469,1.603
COG0124,2.438,1.992,2.41,2.25,1.976,1.747
COG0125,0.726,0.555,1.187,1.005,1.323,1.279
COG0126,1.733,1.916,3.276,2.886,2.146,1.177
COG0127,0.84,1.026,0.952,0.477,0.345,0.49
COG0128,1.552,1.944,2.571,2.65,3.174,1.509
COG0129,8.344,9.71,8.003,8.321,6.713,5.773
COG0130,0.441,0.926,1.046,1.051,1.183,0.877
COG0131,2.845,3.771,3.612,3.302,3.435,2.34
COG0132,0.0,0.0,0.0,0.259,0.0,0.0
COG0133,3.46,4.0,4.63,4.835,3.45,2.863
COG0134,0.683,1.083,0.964,1.218,1.338,0.808
COG0135,0.0,0.0,0.102,0.246,0.264,0.182
COG0136,5.23,5.241,5.844,5.783,4.669,4.859
COG0137,5.26,4.736,5.364,4.388,3.777,4.52
COG0138,2.749,2.405,3.133,4.409,3.703,2.687
COG0139,2.404,2.372,2.091,2.202,2.053,1.62
COG0140,0.878,2.162,0.796,0.487,0.515,1.396
COG0141,1.0,1.497,1.773,1.566,1.245,1.405
COG0142,3.591,3.331,4.031,5.359,4.078,3.055
COG0143,1.284,1.509,2.592,2.726,1.981,0.827
COG0144,0.58,0.371,0.146,0.765,0.697,0.633
COG0145,1.158,1.515,1.089,1.472,0.916,0.886
COG0146,1.854,3.447,3.569,1.878,1.333,1.878
COG0147,1.561,1.668,2.249,2.576,2.269,1.56
COG0148,5.652,5.998,6.779,5.966,6.476,4.729
COG0149,1.656,1.688,0.961,1.699,1.355,1.348
COG0150,2.151,2.355,3.315,2.695,3.092,2.385
COG0151,0.565,0.544,1.186,1.307,1.034,0.389
COG0152,9.567,9.029,6.874,10.491,8.293,7.849
COG0153,0.0,0.103,0.0,0.088,0.0,0.0
COG0154,6.175,5.357,7.12,6.153,5.145,5.29
COG0155,2.134,2.062,1.938,2.238,1.902,1.578
COG0156,6.249,6.252,5.69,6.619,6.323,5.954
COG0157,1.228,0.552,1.378,1.51,1.799,0.88
COG0158,0.719,0.644,0.737,0.583,0.766,0.845
COG0159,2.571,2.45,1.795,2.495,1.472,1.272
COG0160,1.193,1.526,2.08,1.599,1.373,2.262
COG0161,1.866,1.455,2.389,1.8,0.879,0.834
COG0162,1.105,1.564,2.159,1.506,1.52,1.528
COG0163,0.611,0.601,0.866,0.613,1.223,0.718
COG0164,1.082,0.805,1.999,1.91,1.556,0.568
COG0165,4.787,4.431,3.99,5.436,3.988,3.613
COG0166,2.144,2.251,2.909,2.866,2.797,2.649
COG0167,3.564,3.195,3.562,4.213,3.363,3.226
COG0169,0.784,0.718,1.123,0.818,0.716,0.513
COG0171,1.297,1.016,2.045,2.604,2.104,1.587
COG0172,2.679,2.171,3.088,3.113,3.207,2.099
COG0173,2.052,1.957,3.204,2.573,2.392,2.214
COG0174,10.083,10.677,11.143,9.768,9.226,8.682
COG0175,8.81,8.425,8.319,8.117,5.887,6.177
COG0176,1.088,1.741,2.002,2.956,2.667,1.676
COG0177,0.697,0.264,1.511,1.137,1.477,0.703
COG0178,7.698,7.111,10.542,8.489,7.63,6.731
COG0179,2.228,1.966,1.703,3.354,2.165,2.477
COG0180,2.888,2.94,3.167,3.513,2.734,2.221
COG0181,1.028,0.788,1.708,1.792,1.732,1.569
COG0182,1.282,1.157,1.842,2.555,1.966,1.102
COG0183,16.655,15.535,20.329,19.325,15.598,15.568
COG0184,4.063,4.44,5.431,5.751,4.081,4.568
COG0185,10.304,13.665,12.249,11.227,8.967,8.137
COG0186,2.695,3.301,2.862,2.769,2.16,2.168
COG0187,5.119,4.92,4.873,5.275,4.906,3.941
COG0188,5.052,4.326,5.76,4.703,3.536,3.566
COG0189,1.064,0.89,1.134,1.677,1.498,1.367
COG0190,1.711,2.064,2.92,3.518,2.483,1.588
COG0191,3.15,3.654,4.337,3.824,2.585,2.91
COG0192,4.591,4.288,6.687,5.611,4.61,4.212
COG0193,1.123,0.468,1.429,1.212,0.647,0.364
COG0194,0.594,0.414,0.629,0.853,0.435,0.694
COG0195,4.747,4.204,5.445,4.864,3.967,3.574
COG0196,0.412,0.488,0.721,0.907,0.643,0.284
COG0197,8.665,9.258,10.222,9.23,8.067,6.287
COG0198,1.952,1.391,1.892,2.324,1.487,1.779
COG0199,7.882,6.039,6.125,6.278,6.174,6.224
COG0200,2.094,2.562,2.649,3.343,3.065,2.179
COG0201,3.314,4.438,4.445,4.383,4.389,3.414
COG0202,18.212,17.543,17.022,14.26,13.333,14.878
COG0203,3.074,3.752,3.451,3.154,2.57,2.963
COG0204,0.628,0.818,1.717,1.748,1.888,1.286
COG0205,5.698,5.394,5.144,5.141,4.417,3.598
COG0206,2.993,3.272,4.825,3.935,2.953,3.073
COG0207,1.739,2.521,1.031,1.475,1.184,1.522
COG0208,0.499,0.165,0.841,0.498,0.0,0.266
COG0209,3.019,3.011,4.316,4.29,3.174,2.531
COG0210,3.665,3.291,4.387,3.858,3.323,3.164
COG0211,3.489,5.125,4.966,4.701,3.731,4.229
COG0212,0.399,0.542,0.353,0.0,0.38,0.0
COG0213,0.518,0.353,1.402,1.741,1.332,0.815
COG0214,2.994,2.422,4.488,2.956,1.841,2.875
COG0215,1.11,1.265,2.563,1.343,0.638,1.233
COG0216,2.413,2.326,4.185,3.485,2.747,2.494
COG0217,4.319,4.64,3.724,4.376,3.97,3.918
COG0218,0.966,1.289,0.74,1.49,1.912,0.865
COG0219,0.795,0.683,0.0,0.282,0.083,0.449
COG0220,0.0,0.0,0.447,0.364,0.22,0.169
COG0221,5.09,4.014,4.671,4.195,3.023,3.516
COG0222,2.934,3.91,5.175,4.626,4.914,3.423
COG0223,0.853,1.102,1.077,1.048,0.967,1.001
COG0224,1.91,2.653,1.708,2.092,1.759,1.59
COG0225,3.284,2.372,3.376,3.415,3.157,2.968
COG0226,0.549,0.973,0.424,0.332,0.754,0.228
COG0227,2.839,1.722,3.449,1.92,0.689,1.273
COG0228,3.792,2.967,3.435,3.675,3.161,2.718
COG0229,1.436,1.843,1.822,2.338,1.857,1.034
COG0230,2.659,0.937,1.982,1.725,0.87,1.521
COG0231,3.548,4.255,4.852,4.774,3.723,2.429
COG0232,1.144,0.764,1.314,1.919,1.509,0.724
COG0233,3.69,2.672,5.115,3.745,4.704,2.909
COG0234,11.307,12.355,12.647,11.34,9.271,9.464
COG0235,2.011,2.105,2.984,2.167,2.042,1.997
COG0236,14.536,13.013,11.674,10.641,10.542,12.015
COG0237,0.398,0.348,0.256,0.215,0.18,0.217
COG0238,15.039,13.482,9.649,12.77,10.54,11.275
COG0239,0.479,0.364,0.44,0.662,0.919,0.445
COG0240,0.775,0.236,1.648,1.426,1.045,1.15
COG0241,0.072,0.0,0.0,0.064,0.0,0.0
COG0242,1.336,1.547,1.811,1.872,2.139,0.846
COG0243,11.989,13.4,10.554,10.932,11.148,9.983
COG0244,2.104,1.852,2.195,2.341,2.247,1.473
COG0245,1.137,1.178,1.293,2.226,1.876,1.43
COG0247,2.464,3.761,5.636,5.869,5.842,3.185
COG0248,0.596,0.198,0.598,0.726,0.588,0.855
COG0249,1.589,1.016,1.667,2.248,1.536,1.363
COG0250,7.823,6.814,9.465,7.87,6.19,6.242
COG0251,5.735,5.031,3.473,5.094,4.04,4.115
COG0252,0.583,0.452,0.762,0.36,0.374,0.485
COG0253,0.896,0.851,0.795,0.631,0.824,1.225
COG0254,3.438,2.933,3.003,2.852,3.697,2.953
COG0255,1.139,1.566,0.943,1.317,1.18,1.424
COG0256,2.376,2.89,2.837,3.27,2.686,1.759
COG0257,0.0,0.0,0.256,0.0,0.0,0.478
COG0258,1.907,1.651,3.924,2.713,3.847,2.236
COG0259,0.422,0.698,0.353,0.65,0.643,0.709
COG0260,0.892,0.936,1.292,1.778,1.591,1.005
COG0261,0.706,0.667,2.231,1.029,1.035,0.99
COG0262,12.436,9.44,14.309,10.022,10.687,9.33
COG0263,2.184,2.59,2.912,2.716,2.117,1.533
COG0264,1.543,1.689,2.655,2.621,2.412,2.05
COG0265,2.198,2.716,2.107,1.92,1.762,1.679
COG0266,0.852,1.215,1.572,1.944,1.423,2.069
COG0267,6.509,8.499,7.83,5.984,3.816,5.43
COG0268,1.657,0.669,1.168,1.436,1.333,1.624
COG0271,0.589,1.117,0.138,0.133,0.389,0.685
COG0272,1.295,1.059,1.936,2.178,1.492,1.482
COG0274,1.64,1.273,1.204,1.167,0.503,0.91
COG0275,1.104,0.458,1.393,1.908,1.788,0.764
COG0276,0.0,0.266,0.666,1.058,1.22,0.725
COG0277,6.258,6.453,8.835,8.04,8.391,6.082
COG0278,0.71,1.203,0.79,0.201,0.664,0.836
COG0279,1.351,1.232,1.966,0.848,0.743,1.098
COG0280,2.128,1.747,2.45,2.627,2.147,2.016
COG0281,1.681,2.125,3.095,2.676,2.681,2.454
COG0282,0.965,1.515,1.497,1.946,1.874,1.028
COG0283,0.749,0.579,1.616,0.591,1.066,0.704
COG0284,0.968,1.298,1.129,1.246,1.414,1.165
COG0285,0.368,0.351,0.146,0.652,0.583,0.459
COG0286,0.925,0.218,1.43,1.06,1.316,0.975
COG0287,1.272,1.706,0.758,1.311,0.744,1.294
COG0288,5.311,4.468,2.18,4.757,2.704,5.13
COG0289,0.593,0.719,1.22,1.648,1.02,0.935
COG0290,2.231,1.471,2.074,2.325,1.725,2.017
COG0291,2.221,3.891,2.458,3.74,1.815,1.778
COG0292,4.318,4.992,6.76,5.735,4.568,3.495
COG0293,0.514,0.365,0.593,0.76,0.785,0.634
COG0294,0.293,0.763,1.49,1.236,1.151,0.457
COG0295,0.985,0.971,1.013,1.072,0.734,0.792
COG0296,0.981,0.861,1.763,1.516,1.332,0.711
COG0297,0.337,0.539,0.814,0.883,0.709,0.32
COG0298,0.457,0.73,1.52,1.759,0.805,0.745
COG0299,0.532,0.77,1.175,1.477,1.497,1.486
COG0300,0.345,0.0,0.0,0.188,0.0,0.13
COG0302,2.339,1.664,1.886,2.078,1.025,1.699
COG0303,1.73,1.586,2.193,1.871,2.519,1.838
COG0304,6.017,6.032,4.948,6.692,5.921,4.965
COG0305,1.045,1.617,1.201,1.32,1.494,1.342
COG0306,3.032,2.856,2.973,3.153,2.696,2.744
COG0307,0.903,1.271,1.127,1.078,1.364,0.685
COG0308,0.728,0.559,0.567,0.855,0.97,0.949
COG0309,0.705,0.295,2.592,1.819,2.107,0.758
COG0310,0.0,0.0,0.0,0.099,0.089,0.0
COG0311,0.165,0.0,1.273,0.537,0.201,0.084
COG0312,4.283,5.259,5.011,5.988,5.254,4.451
COG0313,1.172,0.68,1.185,1.226,0.992,0.723
COG0314,0.379,0.488,0.425,0.308,0.325,0.363
COG0315,1.687,1.468,2.419,1.481,1.981,1.532
COG0316,2.434,3.193,4.775,4.29,2.86,3.729
COG0317,2.987,3.266,4.385,3.717,2.992,3.195
COG0318,6.118,7.699,6.792,6.096,5.025,5.433
COG0319,0.434,0.08,0.5,0.662,0.153,0.376
COG0320,4.962,4.534,6.07,5.934,5.32,5.243
COG0321,0.938,0.896,0.882,1.249,1.568,0.82
COG0322,1.429,1.471,3.263,2.25,2.293,1.794
COG0323,1.693,1.608,1.526,2.159,1.775,2.099
COG0324,0.841,0.95,1.428,1.124,1.084,0.602
COG0325,1.259,0.794,1.468,1.179,2.146,0.404
COG0326,0.347,0.671,0.293,0.431,0.265,0.387
COG0327,0.0,0.143,0.0,0.0,0.0,0.0
COG0328,0.628,0.643,1.797,1.41,1.77,1.076
COG0329,5.504,6.832,5.772,7.56,5.912,6.141
COG0330,3.371,4.655,6.525,5.754,6.539,4.313
COG0331,1.571,1.817,1.743,2.588,2.722,1.829
COG0332,1.757,1.576,2.221,2.927,2.793,1.943
COG0333,4.025,4.23,3.473,5.266,4.542,3.439
COG0334,1.967,1.374,2.108,2.461,2.328,1.884
COG0335,3.628,4.603,5.052,4.655,4.396,4.354
COG0336,1.841,1.027,2.317,2.105,2.212,1.659
COG0337,0.901,0.855,0.702,0.957,0.673,0.755
COG0339,0.38,0.305,1.062,1.6,1.55,1.031
COG0340,0.209,0.0,0.118,0.468,0.744,0.531
COG0341,1.239,1.271,0.913,1.85,1.773,1.307
COG0342,1.781,1.681,1.699,2.093,2.105,1.927
COG0343,1.711,1.48,3.467,2.542,3.949,1.793
COG0344,0.796,0.277,0.171,0.341,0.304,0.137
COG0345,0.775,0.582,0.179,0.665,0.765,0.11
COG0346,7.594,10.138,10.068,9.675,5.762,7.561
COG0347,17.413,16.652,13.029,16.226,13.538,18.265
COG0348,0.179,0.0,0.348,0.573,0.29,0.342
COG0349,2.044,1.837,1.43,1.902,1.718,1.767
COG0350,0.717,0.351,0.289,0.047,0.243,0.166
COG0351,0.659,0.615,0.629,0.605,0.418,0.541
COG0352,0.719,0.123,0.961,0.704,0.64,0.184
COG0353,4.154,5.571,5.593,4.331,4.406,2.89
COG0354,0.0,0.142,0.0,0.124,0.0,0.0
COG0355,0.714,0.599,1.322,0.628,1.005,0.6
COG0356,1.356,1.3,1.617,2.238,1.687,1.472
COG0357,0.135,0.0,0.388,0.582,0.588,0.15
COG0358,0.491,0.201,0.274,0.786,0.524,0.362
COG0359,0.827,0.965,2.547,2.095,2.046,1.669
COG0360,2.539,1.938,3.154,3.752,2.66,2.613
COG0361,24.993,24.749,27.401,24.177,22.699,21.42
COG0362,1.053,0.528,1.138,0.91,0.953,1.077
COG0363,0.304,0.851,0.297,0.288,0.0,0.312
COG0364,2.4,3.136,3.233,3.099,2.008,2.113
COG0365,8.352,8.379,11.864,10.817,8.759,6.627
COG0366,1.773,1.365,2.806,2.115,2.253,1.854
COG0367,1.826,1.327,1.241,1.75,1.742,1.97
COG0369,1.233,1.122,0.537,0.79,0.786,0.866
COG0370,0.78,0.688,0.646,1.344,1.22,0.914
COG0372,6.216,6.284,8.124,5.786,4.684,4.479
COG0373,1.324,1.452,2.055,2.631,2.5,1.549
COG0374,2.539,2.384,3.986,3.207,3.081,1.811
COG0375,0.089,0.0,0.264,0.376,0.651,0.192
COG0376,1.878,1.648,1.728,1.201,0.885,1.059
COG0377,13.429,13.077,14.343,14.098,12.959,11.706
COG0378,2.995,2.536,4.186,2.834,2.457,2.286
COG0379,1.47,1.837,3.003,2.892,3.042,2.734
COG0380,1.004,0.824,1.269,1.494,1.115,0.861
COG0381,0.299,0.159,0.67,0.0,0.161,0.0
COG0382,0.442,0.798,0.861,1.239,0.94,1.049
COG0384,0.558,0.728,1.785,0.283,0.71,0.889
COG0386,0.637,0.26,0.558,0.239,0.416,0.346
COG0387,1.296,1.687,0.618,1.599,1.315,1.105
COG0388,4.098,4.236,5.954,6.33,6.509,4.47
COG0389,1.435,0.592,2.733,2.934,3.16,2.262
COG0390,0.0,0.217,0.082,0.075,0.0,0.0
COG0391,0.411,0.27,0.677,0.543,0.587,0.447
COG0392,0.632,0.775,0.608,0.444,0.084,0.32
COG0393,5.066,5.695,4.988,3.954,3.871,3.889
COG0394,0.721,0.821,1.419,1.206,1.319,1.078
COG0395,8.485,7.633,6.553,6.26,5.523,6.526
COG0396,4.107,4.511,5.625,4.428,4.195,3.435
COG0397,0.425,0.199,0.11,0.0,0.0,0.202
COG0399,2.056,2.212,4.013,3.494,3.075,2.184
COG0400,0.754,0.213,0.116,0.0,1.368,0.0
COG0402,2.828,4.05,3.676,3.301,2.763,2.486
COG0403,1.87,1.585,2.367,2.276,2.949,1.895
COG0404,2.061,1.624,2.743,2.334,2.197,1.549
COG0405,3.935,4.006,3.056,2.938,3.658,3.79
COG0406,0.05,0.0,0.06,0.0,0.082,0.0
COG0407,1.921,1.777,3.671,3.885,3.466,2.653
COG0408,2.055,0.3,0.346,0.541,1.373,0.524
COG0409,3.046,3.401,5.165,4.645,3.303,2.858
COG0410,6.408,7.949,5.868,6.733,5.72,6.105
COG0411,7.842,7.877,6.412,7.669,5.835,7.414
COG0412,4.185,3.853,4.21,3.518,3.75,4.485
COG0413,2.704,3.885,3.382,2.454,2.14,3.843
COG0414,0.0,0.164,0.771,0.538,0.684,0.117
COG0415,0.214,0.0,0.0,0.0,0.0,0.0
COG0416,0.345,0.843,1.673,1.528,1.514,0.786
COG0417,0.0,0.29,0.327,0.339,0.342,0.52
COG0418,0.0,0.0,0.0,0.077,0.0,0.0
COG0419,0.0,0.262,0.252,0.0,0.0,0.077
COG0421,0.0,0.331,0.25,0.0,0.131,0.0
COG0422,4.566,4.484,4.481,5.6,4.662,4.329
COG0423,3.62,2.672,3.599,2.255,1.649,1.457
COG0424,2.263,1.788,1.445,2.816,2.736,2.443
COG0425,0.266,0.096,0.678,0.291,1.273,0.185
COG0426,0.0,0.0,0.219,0.38,0.123,0.0
COG0427,0.5,0.856,2.566,3.236,2.857,0.791
COG0428,0.0,0.127,0.0,0.0,0.0,0.0
COG0429,0.52,0.387,0.359,0.195,0.295,0.0
COG0430,0.0,0.0,0.189,0.406,0.279,0.0
COG0431,0.417,0.589,0.537,0.363,0.607,0.872
COG0432,5.356,5.852,5.921,4.515,6.274,4.504
COG0433,0.882,0.806,1.381,1.286,0.74,0.528
COG0434,0.0,0.0,0.097,0.0,0.0,0.166
COG0435,0.793,0.496,0.522,0.663,0.591,0.412
COG0436,10.594,11.239,11.739,10.745,10.292,10.246
COG0437,6.547,6.264,9.794,10.861,11.16,7.493
COG0438,6.219,4.987,5.738,5.275,5.187,4.983
COG0439,6.021,6.242,7.058,7.011,7.315,5.821
COG0440,1.79,1.944,2.71,3.001,2.912,2.429
COG0441,2.105,1.735,2.559,3.438,2.656,2.167
COG0442,3.439,3.616,3.837,4.28,3.585,3.852
COG0443,9.141,8.171,14.201,13.589,11.942,8.949
COG0444,3.952,2.122,2.689,2.301,2.601,2.059
COG0445,1.436,1.393,1.673,1.555,1.573,0.951
COG0446,2.446,2.594,2.904,1.723,1.304,1.503
COG0447,1.486,1.198,2.351,1.586,1.04,1.222
COG0448,2.355,2.277,3.152,3.708,3.126,2.47
COG0449,2.011,1.73,3.476,2.93,2.826,1.728
COG0450,3.604,3.331,3.497,3.529,4.569,3.615
COG0451,9.685,11.024,15.607,14.172,12.979,9.403
COG0452,1.055,1.022,1.748,1.661,1.209,1.122
COG0454,1.224,0.954,1.928,1.109,1.981,2.174
COG0455,0.0,0.0,0.807,0.917,0.891,0.269
COG0456,0.458,0.749,0.82,0.294,0.694,0.808
COG0457,0.686,0.692,0.748,0.645,0.938,0.922
COG0458,6.019,5.939,6.819,7.445,6.455,6.453
COG0459,16.805,16.241,15.266,15.467,15.349,15.946
COG0460,1.586,1.344,2.235,1.841,1.552,1.572
COG0461,1.928,2.401,2.725,3.202,2.748,2.571
COG0462,5.551,5.633,6.216,5.028,4.924,4.598
COG0463,5.708,6.7,8.186,9.028,7.871,6.51
COG0464,4.228,3.993,4.843,4.448,2.835,3.37
COG0465,8.808,7.925,9.311,7.758,7.647,6.347
COG0466,5.611,5.412,7.772,6.632,6.504,6.592
COG0467,0.108,0.14,0.0,0.0,0.098,0.0
COG0468,7.106,6.466,7.441,7.168,5.345,6.039
COG0469,3.253,2.942,2.774,2.373,2.912,1.788
COG0470,0.527,0.611,0.804,1.004,0.405,0.61
COG0471,0.619,0.579,0.659,0.89,0.874,0.555
COG0472,3.899,3.709,4.202,4.968,3.707,3.12
COG0473,8.016,8.046,10.44,8.582,7.199,7.518
COG0474,2.212,2.51,1.558,2.32,2.607,2.919
COG0475,0.378,0.304,0.445,0.594,0.341,0.0
COG0476,2.829,2.981,5.037,2.974,4.132,2.693
COG0477,1.736,2.906,3.538,3.129,2.727,1.954
COG0479,6.874,4.96,7.193,6.52,6.217,4.76
COG0480,6.641,6.713,9.704,9.069,7.711,5.978
COG0481,5.207,5.053,6.552,5.625,5.157,4.904
COG0482,1.314,1.939,2.2,3.226,1.831,1.675
COG0483,1.047,0.836,1.617,2.279,1.496,1.132
COG0484,2.468,2.383,3.769,2.405,2.358,2.107
COG0486,0.852,0.858,0.918,0.624,0.685,1.306
COG0488,5.842,6.164,8.061,7.806,8.386,5.505
COG0489,2.271,1.869,3.74,3.442,3.967,2.133
COG0490,0.0,0.0,0.138,0.0,0.0,0.0
COG0491,3.541,2.719,2.786,2.917,3.392,3.362
COG0492,4.664,4.86,5.369,5.416,5.026,4.866
COG0493,3.184,3.448,6.0,5.408,4.261,3.605
COG0494,2.03,2.238,2.711,1.694,0.968,0.531
COG0495,1.734,1.354,3.199,3.031,2.43,1.916
COG0496,0.37,0.227,1.069,1.423,1.711,0.868
COG0497,0.75,0.527,0.985,0.605,0.816,0.367
COG0498,5.613,5.71,8.213,5.642,3.459,3.751
COG0499,4.565,4.974,7.017,6.231,4.795,4.552
COG0500,5.249,5.154,7.288,5.267,5.702,4.75
COG0501,2.465,3.031,2.476,2.712,2.713,2.643
COG0502,0.892,1.654,2.118,1.694,1.668,1.124
