# Gene Family,P1,P2,P3,P4,P5,P6
K01034,0.534,0.823,0.745,0.852,0.587,0.259
K01035,3.869,3.839,3.203,3.652,3.419,2.935
K01039,2.679,3.489,2.61,2.229,3.323,3.036
K01040,2.959,2.729,2.49,2.395,1.694,2.42
K01042,0.388,0.409,0.919,0.878,0.843,0.778
K01046,0.0,0.0,0.107,0.135,0.073,0.0
K01048,1.07,1.005,0.643,0.766,0.57,0.509
K01051,0.263,0.239,0.27,0.258,0.285,0.428
K01053,7.358,5.742,4.289,5.355,5.599,6.621
K01055,0.499,0.474,0.4,0.452,0.106,0.264
K01056,1.632,1.606,2.314,2.2,1.274,0.87
K01057,0.454,0.755,0.488,0.092,0.0,0.401
K01061,10.309,9.305,8.12,7.685,8.144,8.753
K01066,0.551,0.194,0.213,0.438,0.0,0.278
K01067,0.0,0.0,0.0,0.248,0.0,0.0
K01069,2.06,1.596,1.64,1.458,1.141,0.685
K01070,0.0,0.0,0.282,0.0,0.0,0.0
K01075,0.232,0.101,0.039,0.089,0.379,0.277
K01077,0.223,0.194,0.0,0.0,0.547,0.0
K01079,0.89,0.599,0.344,0.706,0.426,0.272
K01082,0.0,0.0,0.0,0.239,0.0,0.0
K01086,0.0,0.0,0.0,0.099,0.0,0.0
K01087,0.4,0.279,0.443,0.32,0.187,0.215
K01090,0.27,0.731,0.296,0.349,0.519,0.456
K01091,1.247,0.457,1.149,0.997,0.468,0.488
K01092,4.059,5.172,3.405,4.478,3.36,3.521
K01095,0.163,0.0,0.227,0.135,0.0,0.484
K01103,0.0,0.185,0.144,0.114,0.0,0.0
K01104,0.0,0.094,0.172,0.38,0.0,0.214
K01113,2.433,2.539,1.321,2.123,1.712,1.922
K01114,0.241,0.368,0.465,0.185,0.0,0.0
K01118,0.209,0.321,0.104,0.0,0.0,0.261
K01119,0.0,0.0,0.114,0.0,0.0,0.0
K01126,0.242,0.575,1.149,0.429,0.079,0.475
K01129,0.956,0.495,1.925,1.799,1.266,0.778
K01130,17.307,19.05,8.75,17.006,18.596,19.372
K01139,0.0,0.0,0.168,0.23,0.296,0.23
K01142,6.417,5.652,5.963,3.808,3.926,4.061
K01144,0.302,0.302,0.147,0.321,0.173,0.253
K01147,0.0,0.0,0.0,0.121,0.0,0.0
K01151,0.103,0.392,0.645,0.655,0.729,0.161
K01153,0.139,0.457,0.698,0.53,0.383,0.415
K01155,0.0,0.0,0.129,0.0,0.0,0.094
K01156,0.765,0.578,1.075,0.69,0.861,0.909
K01159,1.486,1.008,1.933,2.168,0.954,0.827
K01160,0.0,0.0,0.0,0.0,0.0,0.188
K01166,0.106,0.102,0.0,0.09,0.0,0.1
K01170,0.0,0.0,0.083,0.0,0.0,0.0
K01173,0.0,0.0,0.0,0.15,0.0,0.0
K01179,0.0,0.161,0.242,0.32,0.0,0.101
K01181,0.41,0.704,0.618,0.826,0.53,0.253
K01182,0.0,0.0,0.0,0.18,0.0,0.111
K01183,0.0,0.0,0.095,0.0,0.0,0.0
K01186,0.0,0.0,0.091,0.248,0.068,0.147
K01187,0.369,0.486,0.642,0.525,0.111,0.252
K01190,0.438,0.185,0.536,0.733,0.599,0.467
K01198,0.248,0.867,0.645,1.249,0.498,0.325
K01201,0.0,0.452,0.311,0.348,0.386,0.145
K01206,1.734,1.531,1.292,1.531,1.83,1.681
K01207,0.811,0.868,0.972,1.734,1.071,0.991
K01208,0.232,0.0,0.527,0.251,0.235,0.347
K01209,2.382,1.742,2.472,2.021,1.404,1.514
K01214,3.242,3.38,3.951,4.863,4.837,2.82
K01222,0.118,0.0,0.237,0.0,0.0,0.108
K01223,0.0,0.0,0.101,0.0,0.0,0.0
K01235,0.0,0.228,0.225,0.203,0.178,0.183
K01236,0.0,0.0,0.53,0.276,0.244,0.0
K01239,0.079,0.218,0.212,0.0,0.229,0.366
K01241,0.763,1.775,0.723,0.966,0.666,0.95
K01246,2.192,1.357,1.941,2.431,1.633,1.041
K01247,0.878,0.63,0.43,0.7,0.483,0.22
K01251,9.826,10.894,11.15,10.572,8.306,8.301
K01253,0.162,0.0,0.24,0.0,0.0,0.063
K01255,1.898,1.85,2.48,2.935,1.865,1.583
K01256,0.597,0.737,0.381,0.322,0.325,0.0
K01258,1.198,1.265,0.874,0.956,0.703,0.856
K01259,1.941,1.456,1.773,1.811,1.45,1.702
K01262,2.222,2.281,2.324,2.678,2.58,2.7
K01265,8.037,8.337,7.201,8.808,6.663,7.347
K01266,0.555,0.583,1.253,1.313,1.509,0.578
K01267,0.082,0.141,0.234,0.117,0.0,0.0
K01271,0.255,0.391,0.247,0.352,0.389,0.24
K01273,1.611,1.263,1.328,1.126,1.685,1.462
K01277,0.28,0.291,0.204,0.238,0.345,0.218
K01278,0.413,0.181,0.485,0.173,0.571,0.258
K01283,0.973,1.285,1.243,0.846,1.073,1.374
K01284,0.102,0.166,0.0,0.266,0.258,0.155
K01286,0.0,0.0,0.068,0.57,0.328,0.215
K01295,0.771,1.181,0.606,1.164,1.103,0.95
K01297,0.0,0.0,0.173,0.301,0.0,0.146
K01299,1.84,1.804,1.612,1.133,1.075,0.848
K01301,0.192,0.268,0.421,0.136,0.224,0.264
K01304,0.131,0.0,0.0,0.0,0.0,0.0
K01322,0.0,0.094,0.0,0.0,0.0,0.0
K01338,18.924,17.138,15.52,17.225,18.824,20.534
K01343,0.403,0.355,0.163,0.125,0.21,0.164
K01354,0.885,0.784,0.693,0.864,0.566,0.668
K01356,7.8,8.569,7.839,7.366,7.38,7.717
K01358,17.348,15.579,20.307,15.689,15.701,14.832
K01392,0.142,0.0,0.733,1.126,1.157,0.634
K01409,3.678,5.145,4.966,5.5,5.008,4.893
K01414,0.278,0.305,0.469,0.402,0.393,0.397
K01419,8.76,8.742,6.569,8.234,7.207,7.935
K01420,0.0,0.0,0.0,0.411,0.096,0.129
K01424,1.244,1.158,1.15,0.91,0.801,1.174
K01425,2.118,3.391,2.569,3.84,4.082,3.33
K01426,2.116,1.994,2.457,2.683,2.352,2.386
K01428,7.546,6.974,6.891,6.455,6.244,6.873
K01429,7.803,6.587,4.397,5.619,4.462,5.271
K01430,4.933,4.521,4.128,4.023,3.702,4.533
K01431,3.689,3.656,3.694,3.087,2.971,2.98
K01432,0.435,0.0,0.0,0.155,0.0,0.194
K01433,1.101,1.896,2.508,1.572,2.031,1.132
K01434,0.0,0.303,0.153,0.251,0.0,0.225
K01436,0.0,0.105,0.074,0.169,0.0,0.0
K01438,1.859,2.222,1.752,2.606,2.331,2.106
K01439,2.613,2.779,1.819,2.743,1.848,1.662
K01443,1.3,1.05,0.251,0.97,1.045,0.815
K01444,1.63,1.139,1.633,1.422,0.928,1.202
K01447,0.0,0.0,0.0,0.0,0.067,0.0
K01448,0.2,0.19,1.07,0.194,0.527,0.114
K01455,0.672,0.819,1.062,0.603,1.081,0.911
K01457,0.0,0.587,0.0,0.599,0.0,0.97
K01461,0.0,0.08,0.094,0.0,0.076,0.0
K01462,2.692,3.177,3.606,3.714,3.103,2.76
K01463,2.038,1.795,2.18,1.352,1.64,1.663
K01464,4.237,4.496,3.643,3.156,3.35,3.498
K01465,10.911,10.912,7.589,10.852,9.836,9.125
K01468,0.968,0.817,0.845,0.124,0.715,0.22
K01469,2.713,3.157,1.493,2.401,2.159,2.009
K01470,3.314,3.115,2.909,3.611,3.629,3.344
K01473,7.913,7.372,4.171,7.144,5.722,8.092
K01474,9.313,9.939,7.684,7.729,6.796,9.077
K01476,0.774,0.721,0.417,0.252,0.497,0.518
K01477,0.0,0.0,0.065,0.0,0.0,0.0
K01478,1.192,1.151,0.91,1.008,1.028,0.805
K01480,3.561,2.99,3.809,3.318,2.501,2.988
K01482,0.0,0.0,0.065,0.0,0.0,0.0
K01483,0.079,0.0,0.072,0.0,0.0,0.0
K01485,0.337,0.335,0.182,0.568,1.054,1.186
K01486,0.362,0.707,0.504,0.336,0.12,0.328
K01487,0.465,0.54,0.513,0.579,0.606,0.139
K01488,1.155,1.197,3.05,4.248,4.349,2.287
K01489,2.041,1.85,2.073,1.916,1.38,2.062
K01491,3.126,4.767,4.576,4.764,3.053,3.157
K01493,1.574,1.824,2.445,3.075,2.57,1.756
K01494,7.27,7.906,9.196,6.292,6.52,6.263
K01495,6.781,7.397,6.211,6.167,2.968,5.256
K01496,3.5,2.956,3.974,3.585,3.294,2.943
K01497,0.607,1.165,2.497,1.77,1.389,0.515
K01499,0.52,0.482,0.338,0.393,0.225,0.314
K01502,0.32,0.567,0.38,0.42,0.887,0.912
K01505,1.427,1.596,0.804,0.837,1.392,1.0
K01507,7.924,7.837,7.263,7.07,6.411,5.95
K01512,1.347,1.028,0.87,1.836,1.241,0.712
K01515,0.48,0.367,1.145,1.252,0.733,0.27
K01520,1.711,1.89,2.516,2.281,1.935,1.379
K01521,0.0,0.0,0.0,0.0,0.0,0.104
K01523,1.016,2.335,0.963,0.936,0.515,1.819
K01524,2.74,1.391,1.12,2.527,1.533,0.765
K01531,0.784,0.809,0.88,1.381,1.038,1.553
K01533,0.356,0.336,0.852,0.439,0.555,0.0
K01534,0.27,0.096,0.272,0.0,0.191,0.364
K01535,0.365,0.475,0.0,0.504,0.0,0.0
K01537,1.845,1.113,1.534,2.167,0.911,0.673
K01546,8.983,8.347,5.797,6.77,6.376,7.949
K01547,11.413,12.155,10.399,11.063,9.896,11.355
K01548,1.476,1.293,1.236,1.203,0.988,0.984
K01551,0.992,0.861,1.107,1.078,0.979,0.78
K01555,0.181,0.102,0.0,0.176,0.0,0.076
K01556,0.238,0.347,0.151,0.44,0.504,0.316
K01560,3.119,2.891,1.385,2.629,1.838,2.216
K01561,3.89,3.585,2.008,3.741,3.412,3.262
K01563,0.903,0.413,0.922,1.018,1.188,1.133
K01569,1.275,1.865,1.673,1.783,2.005,2.388
K01571,0.066,0.167,0.119,0.0,0.0,0.0
K01574,6.647,6.517,2.558,3.593,4.102,5.771
K01576,3.625,3.474,2.263,4.002,4.617,4.73
K01577,3.484,3.483,1.975,2.821,2.859,2.874
K01578,0.609,0.561,0.28,0.0,0.0,0.196
K01579,1.311,1.681,3.625,2.401,1.633,1.002
K01580,8.573,7.985,6.815,6.67,5.101,5.535
K01581,10.486,9.094,4.507,8.278,6.901,9.951
K01584,0.259,0.413,0.04,0.557,0.126,0.213
K01585,2.657,2.426,3.919,3.818,4.124,2.768
K01586,3.731,3.726,4.247,4.404,4.074,3.718
K01587,0.842,0.44,0.532,0.747,0.509,0.638
K01588,4.635,4.423,4.508,3.938,4.251,3.462
K01589,0.0,0.133,0.417,0.133,0.0,0.079
K01591,2.396,2.518,2.411,2.874,2.423,2.409
K01593,0.429,1.012,1.399,0.871,1.732,1.104
K01595,0.402,0.319,0.438,0.493,0.27,0.235
K01596,2.853,1.666,3.472,2.943,2.189,1.949
K01598,0.493,0.175,0.296,0.0,0.0,0.0
K01599,3.684,3.002,5.429,5.664,4.901,4.427
K01601,0.692,0.636,0.827,1.174,0.873,0.746
K01602,0.288,0.276,0.672,0.138,0.267,0.483
K01607,6.06,5.579,3.905,5.591,4.36,4.648
K01608,0.921,0.291,0.725,0.454,0.186,0.548
K01609,1.853,3.189,1.863,2.707,2.399,1.517
K01610,2.574,3.06,1.212,2.481,1.606,1.944
K01611,0.189,0.442,0.09,0.146,0.151,0.212
K01612,0.0,0.0,0.102,0.0,0.0,0.0
K01613,2.565,2.655,2.352,3.237,2.556,1.356
K01616,0.0,0.095,0.083,0.0,0.0,0.0
K01617,0.0,0.0,0.263,0.0,0.0,0.233
K01619,1.823,2.303,2.21,1.796,0.889,1.484
K01620,1.652,1.122,1.761,1.319,1.761,1.277
K01621,5.964,6.043,7.798,6.146,6.491,7.094
K01622,0.901,1.363,0.712,0.425,0.679,0.759
K01623,2.445,2.094,1.33,1.775,1.899,1.91
K01624,3.493,3.594,5.22,3.997,2.735,3.258
K01625,2.603,2.493,2.255,2.261,1.883,1.974
K01626,4.476,4.599,3.998,5.262,3.222,3.502
K01627,4.363,5.495,5.477,4.863,5.671,5.285
K01628,2.306,2.463,2.757,2.843,3.003,3.079
K01630,0.228,0.0,0.0,0.0,0.123,0.0
K01633,1.834,1.66,2.018,2.692,2.077,2.571
K01635,0.764,0.507,0.887,0.316,0.401,0.791
K01637,4.713,4.462,4.82,4.638,4.797,3.568
K01638,1.338,1.34,1.693,1.21,0.842,0.971
K01640,1.036,1.177,1.38,2.352,1.926,1.142
K01641,0.0,0.289,0.519,0.0,0.0,0.0
K01643,0.0,0.0,0.195,0.0,0.073,0.0
K01644,3.821,3.476,3.149,3.362,2.733,2.406
K01646,0.0,0.0,0.0,0.08,0.081,0.0
K01647,13.102,12.067,14.755,11.694,10.371,9.96
K01649,15.662,15.927,16.188,15.839,14.642,13.658
K01652,20.841,20.303,18.662,16.991,14.409,17.735
K01653,6.469,6.922,6.761,7.131,5.754,6.016
K01654,0.326,0.527,0.545,0.27,0.392,0.198
K01655,0.0,0.0,1.302,2.04,1.936,0.803
K01657,2.979,3.512,4.082,3.402,3.007,2.898
K01658,2.094,2.467,2.199,2.767,3.171,1.859
K01659,0.327,0.0,0.08,0.111,0.0,0.0
K01661,2.023,2.124,3.218,2.194,1.38,1.316
K01662,6.551,6.269,5.734,6.137,4.976,5.291
K01664,0.0,0.0,0.059,0.0,0.0,0.0
K01665,0.0,0.179,0.407,0.394,0.253,0.28
K01666,0.557,0.693,1.18,0.912,0.668,0.3
K01667,1.731,1.82,3.453,3.789,2.384,1.809
K01668,0.0,0.0,0.242,0.242,0.0,0.0
K01669,0.214,0.0,0.0,0.0,0.0,0.0
K01673,8.939,7.153,5.796,7.345,4.518,7.456
K01676,6.571,6.527,5.863,5.711,5.004,4.84
K01677,0.438,0.702,0.941,1.024,0.32,0.609
K01678,0.116,0.0,0.0,0.362,0.0,0.0
K01679,4.989,5.992,6.792,4.378,4.612,4.54
K01681,7.958,8.35,7.723,7.269,5.331,5.271
K01682,0.0,0.0,0.5,0.521,0.704,0.382
K01684,3.267,3.896,3.853,3.761,3.784,4.369
K01685,3.318,3.56,3.206,2.688,1.988,2.49
K01686,1.265,1.244,1.301,1.382,1.168,1.141
K01687,16.011,18.145,14.008,14.737,11.601,12.692
K01689,9.825,10.29,10.691,9.954,9.29,9.335
K01692,5.885,5.606,6.525,4.291,4.217,3.798
K01693,8.743,8.909,7.879,8.289,7.666,6.742
K01695,3.22,3.841,3.065,3.742,2.3,1.826
K01696,7.031,8.016,8.303,8.895,6.497,6.081
K01697,4.216,4.268,6.404,5.273,5.305,4.452
K01698,5.619,5.078,6.764,5.944,4.961,4.738
K01699,0.0,0.0,0.0,0.106,0.149,0.0
K01703,17.225,16.552,14.645,15.212,14.043,15.775
K01704,8.816,6.558,6.969,8.772,7.759,7.783
K01706,1.498,1.916,1.559,1.481,1.303,1.426
K01707,0.282,0.523,0.312,0.454,0.174,0.33
K01708,0.343,0.265,0.167,0.29,0.362,0.281
K01709,1.291,1.267,1.318,1.646,1.172,1.392
K01710,7.037,8.223,10.642,6.847,7.675,6.234
K01711,7.167,6.281,7.312,6.379,5.127,5.765
K01712,4.112,4.077,6.11,4.806,4.561,4.383
K01713,0.0,0.0,0.17,0.178,0.068,0.0
K01714,20.589,19.087,15.972,18.088,15.689,16.699
K01715,0.687,0.53,0.197,0.341,0.286,0.632
K01716,4.07,4.749,3.004,2.853,3.08,3.35
K01719,0.275,0.156,0.095,0.062,0.149,0.214
K01720,2.689,2.859,2.006,1.922,1.946,1.99
K01721,3.224,3.441,2.135,2.491,2.33,2.623
K01724,6.921,7.302,5.276,6.266,5.376,5.69
K01725,4.324,3.015,2.327,2.231,3.048,2.071
K01730,0.21,0.0,0.42,0.224,0.368,0.368
K01733,14.361,13.38,15.959,12.72,9.803,11.017
K01734,0.108,0.107,0.219,0.769,0.963,0.055
K01735,2.386,1.597,1.303,1.635,1.676,1.669
K01736,9.124,10.241,8.903,9.728,7.77,7.803
K01737,1.597,2.488,3.239,3.833,3.758,1.727
K01738,8.556,8.678,8.374,8.365,7.439,7.554
K01739,1.733,2.313,3.026,2.69,1.861,1.796
K01740,13.294,15.747,11.292,13.738,12.781,14.473
K01744,2.688,3.135,1.907,3.955,3.585,3.597
K01745,1.106,1.368,2.118,2.036,1.143,1.622
K01749,1.54,1.853,2.602,2.729,2.418,2.051
K01750,0.928,1.15,0.453,0.504,0.304,0.343
K01752,3.434,3.871,2.562,3.306,2.567,2.926
K01754,5.54,5.45,4.23,5.774,4.844,5.968
K01755,6.442,6.607,6.441,7.456,5.048,5.388
K01756,7.488,6.91,7.542,6.298,4.745,6.0
K01758,2.219,2.299,3.19,3.375,2.466,2.508
K01759,2.546,2.42,3.242,2.47,1.499,2.22
K01760,1.031,1.106,1.057,1.208,0.3,0.356
K01761,0.369,0.269,0.889,0.512,0.69,0.354
K01768,5.557,5.578,2.238,4.047,5.062,5.915
K01770,1.286,0.978,1.719,1.61,1.44,1.531
K01772,0.684,0.371,1.369,1.216,1.381,1.024
K01775,0.215,0.498,0.512,0.569,0.259,0.38
K01776,0.769,0.966,1.549,1.065,0.572,0.378
K01777,1.351,1.435,1.129,1.393,1.545,1.348
K01778,3.262,2.932,2.845,3.307,2.884,3.602
K01779,0.106,0.667,0.223,0.0,0.341,0.088
K01781,0.648,0.732,0.113,0.254,0.332,0.871
K01782,2.34,2.055,2.211,2.074,2.056,1.478
K01783,3.095,2.308,3.014,3.889,2.774,2.14
K01784,8.135,7.821,10.711,10.011,9.409,9.577
K01785,0.0,0.0,0.108,0.107,0.105,0.0
K01790,2.627,2.847,1.915,1.966,1.61,1.378
K01791,0.299,0.41,1.285,0.644,0.893,0.0
K01796,0.409,0.349,0.427,0.499,0.146,0.297
K01799,4.015,3.084,2.831,3.535,2.767,2.942
K01801,0.087,0.0,0.152,0.166,0.399,0.0
K01802,2.383,2.359,2.422,3.203,1.451,1.937
K01803,2.238,1.684,2.097,1.858,1.352,1.681
K01804,0.0,0.078,0.215,0.316,0.0,0.0
K01805,2.899,2.384,3.644,3.278,2.8,2.44
K01807,0.813,0.676,0.155,0.814,0.437,0.0
K01808,1.147,1.63,2.166,2.411,2.433,1.251
K01809,0.343,0.436,0.693,0.46,0.463,0.504
K01810,3.353,3.778,4.85,4.857,4.534,4.39
K01811,0.197,0.0,0.104,0.142,0.201,0.166
K01812,0.675,0.491,1.054,0.777,0.782,0.879
K01813,0.474,0.316,0.382,0.584,0.481,0.216
K01814,5.301,5.771,4.638,4.269,3.612,3.347
K01816,0.451,1.004,0.537,1.007,1.064,0.693
K01817,1.072,1.445,1.58,1.293,0.842,1.085
K01818,0.0,0.0,0.071,0.17,0.08,0.103
K01820,0.363,0.431,0.629,0.729,0.29,0.382
K01821,1.48,1.212,1.596,1.35,0.776,1.451
K01822,0.0,0.0,0.0,0.0,0.091,0.0
K01823,0.168,0.311,0.12,0.256,0.086,0.148
K01825,0.0,0.241,0.0,0.0,0.0,0.0
K01826,0.074,0.0,0.261,0.146,0.101,0.0
K01834,2.675,2.919,2.963,3.36,2.303,2.191
K01835,2.221,2.306,3.995,3.492,3.346,3.18
K01838,0.0,0.089,0.101,0.0,0.0,0.153
K01839,0.41,0.457,0.902,1.561,1.285,0.552
K01840,1.287,0.655,1.128,0.618,0.603,0.387
K01841,0.633,0.474,0.755,0.937,0.963,0.534
K01843,2.458,2.211,3.884,3.306,2.965,2.468
K01844,0.347,0.373,1.132,1.837,2.09,1.169
K01845,4.876,4.96,5.851,5.224,4.203,3.925
K01847,5.49,4.946,4.006,4.419,3.38,5.245
K01848,6.735,6.747,11.78,9.373,5.996,4.952
K01849,3.223,4.558,4.634,4.278,3.654,2.899
K01854,0.141,0.208,1.006,0.185,0.205,0.222
K01856,0.089,0.138,0.369,0.381,0.0,0.115
K01857,2.015,2.24,1.358,1.528,1.543,1.523
K01858,4.234,4.251,6.467,5.541,3.704,3.512
K01866,5.24,5.437,4.659,4.529,3.37,4.254
K01867,5.067,4.905,5.526,5.004,3.635,3.175
K01868,3.876,3.145,4.713,4.843,3.626,3.936
K01869,4.232,3.783,4.968,5.341,4.432,4.026
K01870,1.955,2.368,2.322,2.697,2.298,1.888
K01872,3.959,3.808,4.61,4.365,3.754,3.798
K01873,4.258,4.03,5.087,5.325,4.076,3.14
K01874,4.131,4.403,4.953,5.344,4.157,3.23
K01875,6.475,5.338,6.13,6.125,5.47,4.98
K01876,4.571,4.661,6.294,6.761,5.801,5.703
K01878,7.31,7.158,4.681,6.788,7.104,5.67
K01879,1.743,1.442,1.329,2.069,2.139,0.874
K01880,5.043,5.252,5.48,4.421,2.91,2.825
K01881,7.459,7.451,7.051,7.867,5.803,7.074
K01883,3.599,3.592,4.208,3.413,2.245,3.72
K01885,5.385,5.256,5.804,5.663,5.167,3.366
K01886,4.881,5.062,3.41,4.637,3.587,4.194
K01887,3.105,2.6,3.61,3.622,2.099,2.371
K01889,10.55,11.238,8.509,9.596,8.068,8.024
K01890,2.159,1.711,2.03,3.041,2.972,1.885
K01892,4.298,3.23,5.163,4.872,4.106,4.695
K01893,2.508,2.867,3.262,3.37,3.626,3.093
K01894,0.562,0.145,0.171,0.09,0.072,0.399
K01895,13.998,13.718,14.655,14.713,12.633,11.138
K01897,4.156,4.699,3.913,5.088,2.837,3.239
K01902,11.365,10.549,11.667,10.514,9.033,9.341
K01903,6.274,6.413,7.172,7.172,5.831,5.95
K01907,0.118,0.0,0.507,0.0,0.0,0.0
K01908,3.322,3.019,1.864,2.579,2.83,3.365
K01911,0.0,0.0,0.0,0.0,0.0,0.185
K01912,3.816,3.116,4.334,4.26,3.609,2.297
K01914,0.388,0.198,0.439,0.236,0.092,0.36
K01915,15.035,14.831,16.959,14.551,12.47,13.431
K01916,2.316,2.983,2.372,2.573,2.213,1.94
K01918,0.232,0.349,0.883,0.538,0.894,0.108
K01919,2.816,2.333,1.542,1.781,1.752,1.861
K01920,2.156,1.988,1.087,1.461,0.964,1.05
K01921,3.057,2.775,3.173,4.025,3.895,3.585
K01923,9.53,9.096,6.842,9.81,8.32,7.746
K01924,4.959,4.775,4.48,5.189,4.599,4.669
K01925,1.455,1.461,1.663,1.527,2.075,1.183
K01926,1.305,1.88,1.677,1.033,0.772,0.759
K01928,0.804,0.295,1.073,1.03,0.543,0.304
K01929,0.635,1.166,0.495,1.421,1.214,0.652
K01933,4.135,3.187,5.13,3.608,4.309,3.656
K01934,1.297,1.14,1.112,0.609,1.118,0.417
K01935,0.0,0.0,0.08,0.704,0.284,0.39
K01937,10.825,11.12,9.519,10.974,9.648,8.57
K01938,1.133,1.609,0.486,1.584,1.533,1.109
K01939,10.546,10.598,8.978,10.095,7.373,6.639
K01940,9.406,8.96,9.474,7.921,8.125,8.068
K01941,0.0,0.0,0.119,0.0,0.0,0.0
K01945,2.823,2.923,3.408,3.282,3.574,2.77
K01950,0.507,0.549,1.483,2.076,1.086,0.706
K01951,9.171,9.832,9.918,10.175,9.245,8.408
K01952,14.831,13.903,15.408,17.11,13.282,12.896
K01953,6.556,5.49,5.955,6.074,6.129,7.01
K01955,11.257,10.632,11.35,11.695,9.701,10.215
K01956,6.619,7.127,6.113,7.224,6.762,6.034
K01958,1.944,1.565,2.637,2.103,2.458,2.134
K01959,0.437,0.42,0.291,0.408,0.519,0.275
K01960,0.118,0.148,0.298,0.165,0.294,0.38
K01961,8.742,8.704,7.834,8.552,8.081,7.325
K01962,6.606,5.032,4.21,6.56,5.734,4.887
K01963,5.502,5.442,5.025,5.716,3.747,5.075
K01965,3.418,2.785,1.96,2.884,2.297,2.708
K01966,11.998,11.662,9.594,9.684,9.627,10.377
K01968,0.595,0.993,0.163,0.376,0.368,0.268
K01969,4.121,3.471,3.047,2.84,2.654,2.261
K01971,1.307,1.908,2.797,3.325,2.016,1.522
K01972,2.97,2.629,2.791,3.434,2.424,2.529
K01974,0.15,0.107,0.454,0.406,0.279,0.11
K01975,2.098,2.691,1.733,2.32,1.142,1.627
K01989,3.365,3.272,0.484,2.435,4.151,4.103
K01990,51.157,50.085,59.242,56.149,50.102,50.094
K01991,1.197,1.056,2.067,1.73,1.239,1.464
K01992,24.228,23.72,18.94,24.155,23.411,23.658
K01993,0.312,0.923,0.704,0.448,1.075,0.287
K01994,0.0,0.0,0.239,0.0,0.0,0.0
K01995,29.091,30.997,18.431,27.242,24.082,25.791
K01996,36.015,34.188,21.966,31.152,31.596,32.494
K01997,51.779,50.432,31.743,43.33,39.063,44.138
K01998,32.405,31.895,18.805,26.091,28.649,29.22
K01999,61.417,59.593,37.427,54.052,51.646,57.601
K02000,0.296,0.0,0.524,0.129,0.116,0.108
K02001,0.108,0.088,0.125,0.167,0.109,0.0
K02002,0.066,0.0,0.287,0.0,0.0,0.0
K02003,18.799,17.027,26.823,28.941,24.072,23.997
K02004,9.695,10.508,9.853,9.923,9.809,11.673
K02005,0.961,1.086,1.237,1.131,1.725,1.532
K02006,0.707,0.589,0.873,0.302,0.247,0.216
K02007,0.0,0.0,0.0,0.099,0.221,0.0
K02008,0.0,0.179,0.227,0.0,0.0,0.166
K02009,0.0,0.078,0.0,0.0,0.0,0.0
K02010,0.344,0.372,0.359,0.695,0.563,0.414
K02011,1.998,1.781,1.167,2.119,1.818,1.936
K02012,2.659,2.74,2.149,2.341,2.245,2.117
K02013,3.043,2.873,1.822,2.553,2.738,2.149
K02014,0.0,0.154,0.205,0.47,0.683,0.36
K02015,3.671,3.712,1.449,3.008,3.102,3.715
K02016,1.448,1.263,1.411,1.054,2.409,1.564
K02017,1.423,1.479,0.548,0.322,0.424,0.0
K02018,3.823,4.845,3.772,4.587,4.442,3.976
K02019,0.0,0.0,0.0,0.483,0.0,0.0
K02020,3.347,4.043,2.841,3.695,3.72,5.346
K02022,0.638,0.177,0.133,0.0,0.573,0.0
K02025,5.428,5.48,4.87,5.273,4.306,3.938
K02026,6.163,5.905,6.608,4.589,3.821,4.234
K02027,2.597,2.773,3.022,2.72,1.881,2.635
K02028,2.278,3.626,3.469,2.214,2.037,2.716
K02029,2.183,2.256,2.48,2.772,1.985,2.114
K02030,3.408,3.595,3.126,3.037,3.162,2.317
K02031,5.895,5.502,5.412,5.077,3.775,4.402
K02032,2.647,2.719,3.291,1.777,1.232,1.821
K02033,9.522,10.077,6.452,8.478,7.748,9.587
K02034,9.129,9.538,6.048,8.309,7.729,9.574
K02035,7.967,8.144,4.432,6.819,6.192,8.389
K02036,7.014,5.835,6.137,7.346,5.572,6.39
K02037,3.724,4.116,3.294,4.138,3.537,3.552
K02038,3.381,3.54,3.123,3.676,2.379,3.438
K02039,4.559,5.37,3.303,5.187,4.174,4.743
K02040,1.408,1.795,1.261,1.821,1.242,0.575
K02041,5.326,5.588,2.444,5.084,6.199,6.955
K02042,6.664,7.032,3.031,5.585,6.792,9.412
K02043,0.095,0.244,0.096,0.089,0.073,0.0
K02044,3.721,3.655,1.853,3.949,4.715,4.555
K02045,1.399,0.907,3.71,2.404,2.069,2.101
K02046,0.827,0.954,2.501,2.437,2.118,1.216
K02047,0.471,1.147,2.084,1.49,1.334,1.231
K02048,0.386,0.297,0.585,0.829,1.166,0.154
K02049,43.836,41.055,26.954,42.857,38.058,42.252
K02050,57.521,60.59,35.51,55.324,54.487,63.604
K02051,30.399,32.559,17.595,26.691,29.755,30.704
K02052,2.214,1.754,1.713,1.168,0.084,0.438
K02053,4.973,5.056,3.388,4.1,3.15,3.56
K02054,0.719,2.267,1.561,1.221,1.119,1.059
K02055,3.113,3.365,2.438,2.228,2.206,2.745
K02056,1.516,1.189,1.932,1.285,1.082,1.914
K02057,3.09,3.689,2.691,3.091,2.658,3.125
K02058,2.936,2.855,2.586,2.446,1.885,2.328
K02062,0.0,0.0,0.0,0.087,0.0,0.0
K02065,6.759,5.524,7.65,6.838,6.196,5.919
K02066,6.824,7.254,11.816,6.401,5.632,4.956
